Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
24 Jan 2025,24 Jan 2025,816158,Raast IBFT to IQRA PARVEEN,14879.13,7358.07,293102.61
19 Jan 2025,19 Jan 2025,,Raast IBFT to OMAR ZAMAN,1189.78,644.7,329668.35
09 Jan 2025,09 Jan 2025,507413,INET Inter Bank Fund Transfer Charges,1238.47,18804.11,44597.43
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,18148.02,4341.7,136443.27
15 Jan 2025,15 Jan 2025,415674,Raast IBFT to IQRA PARVEEN,14865.28,24700.49,474459.39
11 Nov 2024,11 Nov 2024,,Raast IBFT to IQRA PARVEEN,9664.89,238.27,31417.67
09 Feb 2025,09 Feb 2025,,Raast IBFT to IQRA PARVEEN,11661.52,16313.3,221423.04
09 Jan 2025,09 Jan 2025,706579,Raast IBFT to IQRA PARVEEN,3710.26,11259.04,322786.6
20 Nov 2024,20 Nov 2024,,Raast IBFT to IQRA PARVEEN,23014.33,141.47,295005.28
07 Jan 2025,07 Jan 2025,526851,INET Inter Bank Fund Transfer Charges,22386.93,12217.25,362992.74
27 Dec 2024,27 Dec 2024,723059,Mobile App MARYAM BEGUM,18076.09,21018.47,160397.61
08 Dec 2024,08 Dec 2024,089836,Mobile App MARYAM BEGUM,2342.34,15299.73,149996.68
10 Dec 2024,10 Dec 2024,007858,Raast IBFT to IQRA PARVEEN,13282.47,480.8,166614.22
18 Dec 2024,18 Dec 2024,,Raast IBFT to IQRA PARVEEN,24101.14,296.89,253088.61
04 Feb 2025,04 Feb 2025,,Raast IBFT to IQRA PARVEEN,6006.05,18003.09,492265.49
02 Nov 2024,02 Nov 2024,,Raast IBFT to OMAR ZAMAN,20695.87,12895.1,472095.26
12 Dec 2024,12 Dec 2024,637318,Mobile App MARYAM BEGUM,15059.05,10223.92,84954.07
08 Feb 2025,08 Feb 2025,041892,Raast IBFT to IQRA PARVEEN,1166.33,23749.57,372941.08
07 Nov 2024,07 Nov 2024,790496,Raast IBFT to IQRA PARVEEN,8735.52,4786.15,352551.33
23 Dec 2024,23 Dec 2024,780230,Raast IBFT to OMAR ZAMAN,9872.65,22095.58,372640.91
26 Nov 2024,26 Nov 2024,416264,INET Inter Bank Fund Transfer Charges,19008.35,20458.73,337233.41
29 Nov 2024,29 Nov 2024,,Mobile App MARYAM BEGUM,6943.68,7660.17,150346.87
12 Nov 2024,12 Nov 2024,741789,Raast IBFT to OMAR ZAMAN,1700.12,17060.94,84481.21
02 Jan 2025,02 Jan 2025,,Raast IBFT to OMAR ZAMAN,11413.09,21013.78,420059.78
17 Nov 2024,17 Nov 2024,721014,INET Inter Bank Fund Transfer Charges,14381.02,21587.05,124113.23
18 Dec 2024,18 Dec 2024,,Raast IBFT to IQRA PARVEEN,8439.27,19374.78,424274.03
17 Jan 2025,17 Jan 2025,451292,Raast IBFT to OMAR ZAMAN,16124.97,12599.69,247719.03
26 Dec 2024,26 Dec 2024,,INET Inter Bank Fund Transfer Charges,23387.62,16277.1,288919.35
02 Nov 2024,02 Nov 2024,972089,INET Inter Bank Fund Transfer Charges,17450.89,16520.28,143225.26
17 Nov 2024,17 Nov 2024,,Raast IBFT to OMAR ZAMAN,16663.83,15907.46,31573.75
25 Jan 2025,25 Jan 2025,,Raast IBFT to OMAR ZAMAN,13053.36,10826.47,320428.83
09 Dec 2024,09 Dec 2024,061296,Raast IBFT to OMAR ZAMAN,7415.76,15018.4,455234.09
07 Feb 2025,07 Feb 2025,,Mobile App MARYAM BEGUM,13026.65,17325.21,181183.28
18 Jan 2025,18 Jan 2025,,Mobile App MARYAM BEGUM,17649.83,4495.26,342861.63
25 Dec 2024,25 Dec 2024,,INET Inter Bank Fund Transfer Charges,11508.67,9114.15,424543.17
04 Nov 2024,04 Nov 2024,,INET Inter Bank Fund Transfer Charges,11766.57,21767.91,462124.56
25 Jan 2025,25 Jan 2025,,Raast IBFT to IQRA PARVEEN,23599.05,22246.13,347477.59
09 Jan 2025,09 Jan 2025,,Raast IBFT to OMAR ZAMAN,1462.01,68.17,414514.58
09 Nov 2024,09 Nov 2024,,Mobile App MARYAM BEGUM,9924.32,568.56,89923.46
13 Dec 2024,13 Dec 2024,422502,INET Inter Bank Fund Transfer Charges,7683.07,1378.72,230673.83
15 Nov 2024,15 Nov 2024,075084,INET Inter Bank Fund Transfer Charges,19733.27,8222.3,232660.41
09 Nov 2024,09 Nov 2024,772293,Mobile App MARYAM BEGUM,4878.05,3923.31,370617.51
15 Jan 2025,15 Jan 2025,,INET Inter Bank Fund Transfer Charges,11581.67,2872.58,451301.13
14 Jan 2025,14 Jan 2025,,Mobile App MARYAM BEGUM,16937.41,20675.35,374151.03
07 Dec 2024,07 Dec 2024,242504,Raast IBFT to OMAR ZAMAN,20518.66,374.58,318801.33
01 Jan 2025,01 Jan 2025,982633,Raast IBFT to IQRA PARVEEN,6353.89,3398.17,399507.49
14 Jan 2025,14 Jan 2025,088121,Raast IBFT to OMAR ZAMAN,14495.31,21674.19,213650.27
16 Nov 2024,16 Nov 2024,533831,Raast IBFT to OMAR ZAMAN,20963.88,17980.44,412545.41
17 Nov 2024,17 Nov 2024,759981,Mobile App MARYAM BEGUM,13852.54,22716.05,43153.24
19 Nov 2024,19 Nov 2024,,Raast IBFT to IQRA PARVEEN,16674.76,9811.29,284643.32
06 Dec 2024,06 Dec 2024,,Mobile App MARYAM BEGUM,20561.42,3572.94,344567.12
02 Nov 2024,02 Nov 2024,,Raast IBFT to OMAR ZAMAN,1797.19,18613.12,11003.53
09 Jan 2025,09 Jan 2025,730096,Raast IBFT to IQRA PARVEEN,3306.29,6972.67,495365.47
10 Dec 2024,10 Dec 2024,,Raast IBFT to IQRA PARVEEN,13995.62,5945.27,234159.24
17 Jan 2025,17 Jan 2025,,INET Inter Bank Fund Transfer Charges,8948.82,22952.56,497185.36
03 Nov 2024,03 Nov 2024,,INET Inter Bank Fund Transfer Charges,1671.21,5126.07,398983.15
29 Jan 2025,29 Jan 2025,853864,Raast IBFT to OMAR ZAMAN,4227.59,7597.94,72186.84
19 Nov 2024,19 Nov 2024,494448,Mobile App MARYAM BEGUM,4860.01,9235.92,290626.71
04 Feb 2025,04 Feb 2025,,Raast IBFT to IQRA PARVEEN,17367.09,9665.7,455992.87
10 Dec 2024,10 Dec 2024,786726,Raast IBFT to IQRA PARVEEN,5325.49,21139.59,455155.96
31 Dec 2024,31 Dec 2024,077185,INET Inter Bank Fund Transfer Charges,23203.65,1920.07,387982.06
05 Jan 2025,05 Jan 2025,295694,Raast IBFT to OMAR ZAMAN,15363.25,4521.09,94760.33
30 Dec 2024,30 Dec 2024,,Mobile App MARYAM BEGUM,2975.57,7136.15,167933.57
21 Dec 2024,21 Dec 2024,204282,Raast IBFT to OMAR ZAMAN,7899.42,15842.18,102482.6
19 Nov 2024,19 Nov 2024,,INET Inter Bank Fund Transfer Charges,1572.82,18447.96,401976.54
08 Nov 2024,08 Nov 2024,059337,Raast IBFT to OMAR ZAMAN,14938.76,15700.97,223529.08
11 Dec 2024,11 Dec 2024,675869,Raast IBFT to OMAR ZAMAN,9752.46,10492.54,392147.76
18 Dec 2024,18 Dec 2024,,Raast IBFT to IQRA PARVEEN,19375.43,13054.44,477275.73
12 Dec 2024,12 Dec 2024,241324,Mobile App MARYAM BEGUM,22187.8,10187.35,279736.95
08 Feb 2025,08 Feb 2025,366675,Raast IBFT to IQRA PARVEEN,22561.85,16485.91,126355.25
07 Feb 2025,07 Feb 2025,,Raast IBFT to IQRA PARVEEN,8332.3,9209.91,451251.72
19 Dec 2024,19 Dec 2024,522975,Mobile App MARYAM BEGUM,1012.7,23432.37,78607.83
12 Dec 2024,12 Dec 2024,049036,INET Inter Bank Fund Transfer Charges,23243.17,14973.5,485370.24
16 Nov 2024,16 Nov 2024,771570,INET Inter Bank Fund Transfer Charges,20731.96,3340.0,499418.12
20 Nov 2024,20 Nov 2024,,Mobile App MARYAM BEGUM,19423.16,6184.41,284151.03
26 Nov 2024,26 Nov 2024,210652,Mobile App MARYAM BEGUM,18931.86,7754.6,159763.19
07 Nov 2024,07 Nov 2024,,INET Inter Bank Fund Transfer Charges,2613.19,11131.06,58977.05
28 Dec 2024,28 Dec 2024,,Raast IBFT to OMAR ZAMAN,16404.87,4692.26,186104.82
05 Jan 2025,05 Jan 2025,,Raast IBFT to IQRA PARVEEN,8616.47,13482.21,490135.77
25 Dec 2024,25 Dec 2024,,INET Inter Bank Fund Transfer Charges,5926.5,1348.66,353151.95
12 Dec 2024,12 Dec 2024,,Raast IBFT to IQRA PARVEEN,23640.72,6027.45,287155.9
06 Feb 2025,06 Feb 2025,,Raast IBFT to IQRA PARVEEN,8542.93,11722.27,455568.44
21 Jan 2025,21 Jan 2025,,Mobile App MARYAM BEGUM,24665.28,22564.5,173149.71
02 Nov 2024,02 Nov 2024,,Raast IBFT to OMAR ZAMAN,11132.69,5484.18,387382.56
05 Dec 2024,05 Dec 2024,,Raast IBFT to IQRA PARVEEN,7243.4,23344.77,394873.67
29 Dec 2024,29 Dec 2024,416850,Raast IBFT to IQRA PARVEEN,12065.43,1530.25,19195.43
06 Dec 2024,06 Dec 2024,864679,Raast IBFT to OMAR ZAMAN,8570.59,16582.14,56277.94
02 Jan 2025,02 Jan 2025,188645,Mobile App MARYAM BEGUM,24451.59,8610.76,172011.24
05 Feb 2025,05 Feb 2025,,Mobile App MARYAM BEGUM,6915.31,4173.19,152741.09
27 Nov 2024,27 Nov 2024,,Raast IBFT to OMAR ZAMAN,16291.54,8321.41,425463.78
08 Nov 2024,08 Nov 2024,,Raast IBFT to OMAR ZAMAN,9850.97,8340.59,360765.37
20 Jan 2025,20 Jan 2025,,INET Inter Bank Fund Transfer Charges,21460.86,13464.33,346263.64
30 Dec 2024,30 Dec 2024,,Mobile App MARYAM BEGUM,13719.78,17763.01,131023.54
20 Nov 2024,20 Nov 2024,678245,INET Inter Bank Fund Transfer Charges,23320.5,7067.05,495313.51
11 Dec 2024,11 Dec 2024,,Raast IBFT to OMAR ZAMAN,22048.4,17439.94,379284.03
27 Nov 2024,27 Nov 2024,787784,Raast IBFT to IQRA PARVEEN,15964.69,9934.33,20228.61
01 Nov 2024,01 Nov 2024,777949,Mobile App MARYAM BEGUM,9562.72,14735.66,225294.47
14 Nov 2024,14 Nov 2024,,Raast IBFT to OMAR ZAMAN,19325.59,11014.11,415982.54
01 Dec 2024,01 Dec 2024,277249,Mobile App MARYAM BEGUM,24295.66,13006.22,498117.23
20 Jan 2025,20 Jan 2025,,Mobile App MARYAM BEGUM,20079.41,18005.6,289381.32
26 Dec 2024,26 Dec 2024,,Raast IBFT to IQRA PARVEEN,18318.49,8244.74,486745.77
17 Dec 2024,17 Dec 2024,,Mobile App MARYAM BEGUM,1157.9,22253.96,113334.43
25 Dec 2024,25 Dec 2024,527469,Raast IBFT to OMAR ZAMAN,6137.04,21225.3,485828.77
26 Nov 2024,26 Nov 2024,,INET Inter Bank Fund Transfer Charges,2052.58,9593.52,415341.89
03 Nov 2024,03 Nov 2024,247115,Mobile App MARYAM BEGUM,7718.98,13651.5,364381.19
16 Dec 2024,16 Dec 2024,,Mobile App MARYAM BEGUM,22442.54,24247.3,145881.48
08 Jan 2025,08 Jan 2025,,INET Inter Bank Fund Transfer Charges,21988.33,18425.82,150958.81
28 Nov 2024,28 Nov 2024,,Mobile App MARYAM BEGUM,24790.52,10291.28,190352.32
28 Nov 2024,28 Nov 2024,372730,Raast IBFT to OMAR ZAMAN,13523.79,9259.54,229859.49
02 Jan 2025,02 Jan 2025,,Mobile App MARYAM BEGUM,11864.32,9678.45,207873.95
09 Feb 2025,09 Feb 2025,240363,Raast IBFT to OMAR ZAMAN,4454.19,15208.83,378181.98
03 Dec 2024,03 Dec 2024,,Raast IBFT to OMAR ZAMAN,3816.71,17299.91,231538.05
16 Jan 2025,16 Jan 2025,,INET Inter Bank Fund Transfer Charges,18888.4,3843.09,132243.99
28 Nov 2024,28 Nov 2024,,Raast IBFT to IQRA PARVEEN,10324.28,11046.98,480839.12
09 Jan 2025,09 Jan 2025,088670,Raast IBFT to OMAR ZAMAN,24739.68,17556.2,491644.58
19 Jan 2025,19 Jan 2025,202523,INET Inter Bank Fund Transfer Charges,16735.67,2889.48,403813.12
24 Jan 2025,24 Jan 2025,951126,Mobile App MARYAM BEGUM,24574.17,12925.13,322468.04
06 Nov 2024,06 Nov 2024,,Mobile App MARYAM BEGUM,10224.23,15184.42,349645.37
25 Dec 2024,25 Dec 2024,,Mobile App MARYAM BEGUM,8103.14,9452.63,347252.75
12 Jan 2025,12 Jan 2025,524295,Raast IBFT to OMAR ZAMAN,14015.87,24585.18,247133.85
28 Nov 2024,28 Nov 2024,727475,Raast IBFT to OMAR ZAMAN,23524.73,14979.56,228411.55
17 Nov 2024,17 Nov 2024,026568,Raast IBFT to OMAR ZAMAN,10306.68,7928.84,169095.29
09 Dec 2024,09 Dec 2024,610285,Raast IBFT to IQRA PARVEEN,4554.4,5085.92,155260.19
09 Jan 2025,09 Jan 2025,789358,Mobile App MARYAM BEGUM,6451.62,13630.17,220753.03
14 Nov 2024,14 Nov 2024,,Mobile App MARYAM BEGUM,10254.15,10126.75,212606.36
14 Jan 2025,14 Jan 2025,,Mobile App MARYAM BEGUM,1923.36,693.0,458530.3
28 Nov 2024,28 Nov 2024,,INET Inter Bank Fund Transfer Charges,8225.88,8777.96,247403.11
27 Dec 2024,27 Dec 2024,,Mobile App MARYAM BEGUM,7845.09,7049.58,142678.62
26 Nov 2024,26 Nov 2024,,Mobile App MARYAM BEGUM,2962.62,21098.79,126762.97
08 Jan 2025,08 Jan 2025,,Mobile App MARYAM BEGUM,15548.52,14442.53,258258.59
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,9554.79,558.73,52342.09
26 Dec 2024,26 Dec 2024,543419,Raast IBFT to OMAR ZAMAN,1564.51,24241.06,169994.69
04 Jan 2025,04 Jan 2025,872225,Raast IBFT to IQRA PARVEEN,20959.05,23068.81,216424.86
14 Nov 2024,14 Nov 2024,,Raast IBFT to OMAR ZAMAN,7843.47,13491.62,348635.05
24 Dec 2024,24 Dec 2024,,Raast IBFT to IQRA PARVEEN,8387.38,11024.31,216647.81
03 Jan 2025,03 Jan 2025,,Raast IBFT to OMAR ZAMAN,22964.99,20534.69,193199.06
24 Jan 2025,24 Jan 2025,,Raast IBFT to OMAR ZAMAN,7227.06,12214.08,146951.07
17 Jan 2025,17 Jan 2025,,Mobile App MARYAM BEGUM,19702.51,12314.36,195870.7
02 Feb 2025,02 Feb 2025,,Raast IBFT to IQRA PARVEEN,2034.28,19886.39,47126.45
11 Nov 2024,11 Nov 2024,778363,Mobile App MARYAM BEGUM,22491.81,3607.09,363536.23
06 Jan 2025,06 Jan 2025,,INET Inter Bank Fund Transfer Charges,3920.53,11077.69,91728.14
21 Nov 2024,21 Nov 2024,201216,INET Inter Bank Fund Transfer Charges,24255.95,7528.73,151535.66
07 Jan 2025,07 Jan 2025,592431,INET Inter Bank Fund Transfer Charges,7306.81,10795.64,483840.74
30 Jan 2025,30 Jan 2025,959788,Raast IBFT to OMAR ZAMAN,17136.96,7142.39,324940.59
21 Nov 2024,21 Nov 2024,370291,Mobile App MARYAM BEGUM,9417.69,8508.1,324984.17
23 Jan 2025,23 Jan 2025,,INET Inter Bank Fund Transfer Charges,6023.36,5125.63,14095.31
15 Nov 2024,15 Nov 2024,,Raast IBFT to OMAR ZAMAN,19989.06,9597.91,69683.67
22 Nov 2024,22 Nov 2024,,INET Inter Bank Fund Transfer Charges,4741.47,15327.55,20274.84
19 Nov 2024,19 Nov 2024,196027,INET Inter Bank Fund Transfer Charges,7381.63,624.07,341768.12
05 Dec 2024,05 Dec 2024,576083,Raast IBFT to IQRA PARVEEN,11619.6,20539.37,395432.14
26 Jan 2025,26 Jan 2025,,Raast IBFT to OMAR ZAMAN,17885.23,18497.87,170534.29
28 Dec 2024,28 Dec 2024,,Raast IBFT to IQRA PARVEEN,12428.83,18575.35,244592.88
08 Feb 2025,08 Feb 2025,032737,Raast IBFT to OMAR ZAMAN,3540.86,20287.87,351651.44
18 Jan 2025,18 Jan 2025,100750,Raast IBFT to IQRA PARVEEN,3166.27,18135.3,439483.28
21 Jan 2025,21 Jan 2025,,INET Inter Bank Fund Transfer Charges,21891.07,18040.53,327444.01
03 Jan 2025,03 Jan 2025,,Raast IBFT to IQRA PARVEEN,15922.59,19427.95,102792.05
09 Feb 2025,09 Feb 2025,104780,Mobile App MARYAM BEGUM,18842.83,7866.27,460049.99
28 Dec 2024,28 Dec 2024,,Mobile App MARYAM BEGUM,17881.82,21468.34,229548.93
01 Jan 2025,01 Jan 2025,,Mobile App MARYAM BEGUM,23958.95,22358.46,372422.24
08 Nov 2024,08 Nov 2024,179062,Raast IBFT to IQRA PARVEEN,14883.21,14120.52,173877.07
14 Dec 2024,14 Dec 2024,654461,Mobile App MARYAM BEGUM,22142.87,11530.72,458273.97
04 Nov 2024,04 Nov 2024,,Mobile App MARYAM BEGUM,23802.78,24185.98,121898.98
15 Jan 2025,15 Jan 2025,,Raast IBFT to IQRA PARVEEN,13547.09,1867.71,172469.2
22 Jan 2025,22 Jan 2025,,Raast IBFT to OMAR ZAMAN,3808.98,23152.84,358699.44
12 Jan 2025,12 Jan 2025,017907,Raast IBFT to IQRA PARVEEN,22115.13,13462.56,379580.61
26 Dec 2024,26 Dec 2024,,Mobile App MARYAM BEGUM,22723.26,4164.71,52755.07
26 Nov 2024,26 Nov 2024,685773,Raast IBFT to IQRA PARVEEN,13353.24,13994.08,325770.15
26 Nov 2024,26 Nov 2024,415718,Mobile App MARYAM BEGUM,12634.59,13835.7,450234.05
02 Dec 2024,02 Dec 2024,,Mobile App MARYAM BEGUM,4770.05,17774.19,437698.46
24 Dec 2024,24 Dec 2024,,Mobile App MARYAM BEGUM,21985.98,14338.71,228370.94
23 Dec 2024,23 Dec 2024,102035,Raast IBFT to OMAR ZAMAN,15401.59,7337.97,274097.16
26 Dec 2024,26 Dec 2024,988067,INET Inter Bank Fund Transfer Charges,5604.43,6309.34,244313.7
08 Feb 2025,08 Feb 2025,191780,INET Inter Bank Fund Transfer Charges,3703.84,10027.09,179451.69
10 Nov 2024,10 Nov 2024,,Raast IBFT to IQRA PARVEEN,7737.72,16667.55,287220.79
15 Nov 2024,15 Nov 2024,,INET Inter Bank Fund Transfer Charges,15100.17,4900.46,460500.59
28 Jan 2025,28 Jan 2025,,Mobile App MARYAM BEGUM,19882.81,22266.48,16865.64
06 Jan 2025,06 Jan 2025,,Raast IBFT to IQRA PARVEEN,17946.58,21335.09,481208.27
07 Feb 2025,07 Feb 2025,,Raast IBFT to IQRA PARVEEN,15706.32,19313.83,470959.76
21 Nov 2024,21 Nov 2024,,INET Inter Bank Fund Transfer Charges,20769.85,5313.97,236501.58
22 Dec 2024,22 Dec 2024,146626,Raast IBFT to IQRA PARVEEN,10270.67,9590.4,29127.97
22 Nov 2024,22 Nov 2024,,Raast IBFT to OMAR ZAMAN,1058.66,20731.18,346031.82
20 Jan 2025,20 Jan 2025,255287,Mobile App MARYAM BEGUM,21494.42,23786.74,97072.83
11 Jan 2025,11 Jan 2025,463904,INET Inter Bank Fund Transfer Charges,17353.88,3180.42,462037.22
20 Dec 2024,20 Dec 2024,045683,Raast IBFT to OMAR ZAMAN,16576.58,9910.87,122038.63
18 Nov 2024,18 Nov 2024,485953,Raast IBFT to IQRA PARVEEN,18461.62,18795.97,344385.28
02 Feb 2025,02 Feb 2025,,Raast IBFT to IQRA PARVEEN,6701.29,23905.41,50528.58
20 Dec 2024,20 Dec 2024,,INET Inter Bank Fund Transfer Charges,24998.83,9708.46,352408.51
27 Dec 2024,27 Dec 2024,,Mobile App MARYAM BEGUM,16858.92,4180.61,297182.02
27 Nov 2024,27 Nov 2024,,Raast IBFT to OMAR ZAMAN,22088.85,11833.43,335010.18
19 Dec 2024,19 Dec 2024,,Raast IBFT to IQRA PARVEEN,11441.04,7918.69,347777.49
23 Nov 2024,23 Nov 2024,,Mobile App MARYAM BEGUM,21652.37,13470.52,130969.2
07 Nov 2024,07 Nov 2024,,Raast IBFT to OMAR ZAMAN,11644.34,1045.64,129206.87
27 Jan 2025,27 Jan 2025,,Raast IBFT to IQRA PARVEEN,13976.79,4738.99,398800.14
07 Nov 2024,07 Nov 2024,,INET Inter Bank Fund Transfer Charges,8435.33,14294.42,366274.33
17 Dec 2024,17 Dec 2024,525110,Mobile App MARYAM BEGUM,14393.25,24716.11,80342.89
01 Nov 2024,01 Nov 2024,299111,Mobile App MARYAM BEGUM,12269.02,23856.66,67876.89
27 Jan 2025,27 Jan 2025,888672,Raast IBFT to OMAR ZAMAN,8423.28,5242.06,23951.12
02 Feb 2025,02 Feb 2025,590994,Mobile App MARYAM BEGUM,3508.95,21898.08,354575.28
28 Nov 2024,28 Nov 2024,692216,Mobile App MARYAM BEGUM,2125.5,24138.95,393701.04
04 Nov 2024,04 Nov 2024,711261,Raast IBFT to IQRA PARVEEN,3958.4,16568.92,230852.49
06 Nov 2024,06 Nov 2024,,Mobile App MARYAM BEGUM,18071.48,17479.46,355978.87
27 Dec 2024,27 Dec 2024,,Raast IBFT to OMAR ZAMAN,19918.32,4076.4,398469.16
01 Nov 2024,01 Nov 2024,,Raast IBFT to IQRA PARVEEN,8717.13,9375.52,35124.05
02 Dec 2024,02 Dec 2024,,Mobile App MARYAM BEGUM,18757.91,5595.21,351972.04
25 Nov 2024,25 Nov 2024,,Raast IBFT to IQRA PARVEEN,10116.4,2068.94,92163.69
30 Dec 2024,30 Dec 2024,,Raast IBFT to IQRA PARVEEN,2427.21,11400.5,40708.0
10 Nov 2024,10 Nov 2024,006177,Raast IBFT to OMAR ZAMAN,3644.21,14381.96,284590.15
23 Nov 2024,23 Nov 2024,653372,INET Inter Bank Fund Transfer Charges,6990.85,598.4,455379.31
30 Jan 2025,30 Jan 2025,,Raast IBFT to IQRA PARVEEN,10540.62,6651.47,464317.64
01 Jan 2025,01 Jan 2025,876021,Raast IBFT to IQRA PARVEEN,13067.85,15526.64,453419.08
27 Nov 2024,27 Nov 2024,040662,Mobile App MARYAM BEGUM,17303.38,11832.65,168805.29
03 Nov 2024,03 Nov 2024,,Raast IBFT to IQRA PARVEEN,7899.57,13076.33,281752.05
07 Nov 2024,07 Nov 2024,,INET Inter Bank Fund Transfer Charges,5788.94,10542.12,115873.11
06 Jan 2025,06 Jan 2025,,INET Inter Bank Fund Transfer Charges,6278.94,19017.18,260700.82
20 Jan 2025,20 Jan 2025,,Mobile App MARYAM BEGUM,4401.35,23015.71,167771.19
06 Nov 2024,06 Nov 2024,738799,INET Inter Bank Fund Transfer Charges,2459.99,775.65,244006.36
23 Dec 2024,23 Dec 2024,,Raast IBFT to OMAR ZAMAN,5583.12,2970.68,367989.98
23 Nov 2024,23 Nov 2024,750791,Raast IBFT to IQRA PARVEEN,6286.41,8448.59,482357.27
08 Jan 2025,08 Jan 2025,952025,INET Inter Bank Fund Transfer Charges,1932.76,4323.21,198864.41
25 Jan 2025,25 Jan 2025,,Raast IBFT to IQRA PARVEEN,4357.93,14175.61,17971.22
17 Nov 2024,17 Nov 2024,,Raast IBFT to OMAR ZAMAN,7995.24,18245.09,83503.82
30 Nov 2024,30 Nov 2024,,Mobile App MARYAM BEGUM,16679.73,23899.69,444434.67
07 Feb 2025,07 Feb 2025,691045,Mobile App MARYAM BEGUM,1248.26,18034.02,93668.85
01 Feb 2025,01 Feb 2025,533177,INET Inter Bank Fund Transfer Charges,7955.17,4170.69,81197.16
04 Feb 2025,04 Feb 2025,,Mobile App MARYAM BEGUM,19040.24,14379.36,46744.98
16 Dec 2024,16 Dec 2024,,Mobile App MARYAM BEGUM,12206.95,1267.25,191189.94
27 Nov 2024,27 Nov 2024,536209,Mobile App MARYAM BEGUM,3767.15,15512.68,291953.28
16 Nov 2024,16 Nov 2024,085661,Mobile App MARYAM BEGUM,23098.24,19693.18,15206.98
05 Jan 2025,05 Jan 2025,721690,Mobile App MARYAM BEGUM,3279.56,24269.53,319430.64
10 Jan 2025,10 Jan 2025,,INET Inter Bank Fund Transfer Charges,19094.24,17700.22,498742.77
12 Nov 2024,12 Nov 2024,445079,INET Inter Bank Fund Transfer Charges,11703.85,24765.01,163283.1
20 Jan 2025,20 Jan 2025,,Raast IBFT to OMAR ZAMAN,2793.94,15853.77,222013.15
27 Jan 2025,27 Jan 2025,,Raast IBFT to OMAR ZAMAN,8695.34,7734.99,401603.79
04 Nov 2024,04 Nov 2024,154640,Mobile App MARYAM BEGUM,10593.75,8059.45,72405.03
10 Dec 2024,10 Dec 2024,,INET Inter Bank Fund Transfer Charges,7189.23,9945.23,235104.84
24 Nov 2024,24 Nov 2024,762795,INET Inter Bank Fund Transfer Charges,3364.67,10266.5,11085.7
06 Feb 2025,06 Feb 2025,,INET Inter Bank Fund Transfer Charges,19508.69,14523.61,182079.77
14 Jan 2025,14 Jan 2025,,Mobile App MARYAM BEGUM,14180.18,17542.32,403283.69
06 Dec 2024,06 Dec 2024,391462,Raast IBFT to IQRA PARVEEN,18574.6,3848.34,221464.93
25 Dec 2024,25 Dec 2024,,INET Inter Bank Fund Transfer Charges,7301.15,17735.93,421365.84
15 Dec 2024,15 Dec 2024,621011,Raast IBFT to IQRA PARVEEN,17470.08,24507.36,54047.01
25 Dec 2024,25 Dec 2024,,INET Inter Bank Fund Transfer Charges,21946.18,17205.94,91633.42
29 Dec 2024,29 Dec 2024,,Raast IBFT to OMAR ZAMAN,21302.32,20888.36,279820.46
08 Jan 2025,08 Jan 2025,134788,Raast IBFT to OMAR ZAMAN,19364.26,9713.68,297474.66
23 Nov 2024,23 Nov 2024,297949,INET Inter Bank Fund Transfer Charges,5162.96,8065.59,34477.19
22 Jan 2025,22 Jan 2025,871227,Raast IBFT to OMAR ZAMAN,7342.18,17951.53,177694.98
05 Jan 2025,05 Jan 2025,,INET Inter Bank Fund Transfer Charges,21455.46,9332.5,480274.61
22 Dec 2024,22 Dec 2024,,Raast IBFT to IQRA PARVEEN,11545.66,6996.81,224959.31
20 Nov 2024,20 Nov 2024,902677,Mobile App MARYAM BEGUM,9781.28,8980.93,18365.7
23 Nov 2024,23 Nov 2024,216661,Raast IBFT to IQRA PARVEEN,3311.51,17407.43,308156.37
08 Feb 2025,08 Feb 2025,,Raast IBFT to IQRA PARVEEN,13592.36,8471.49,271662.21
07 Jan 2025,07 Jan 2025,798408,Raast IBFT to IQRA PARVEEN,22666.92,18489.62,294363.98
10 Dec 2024,10 Dec 2024,,INET Inter Bank Fund Transfer Charges,12468.18,11911.14,298486.58
30 Nov 2024,30 Nov 2024,,Raast IBFT to OMAR ZAMAN,8806.22,14756.04,249282.16
19 Dec 2024,19 Dec 2024,143808,Mobile App MARYAM BEGUM,1688.88,17773.54,173798.77
15 Nov 2024,15 Nov 2024,,Raast IBFT to IQRA PARVEEN,9202.34,21224.73,270003.39
03 Feb 2025,03 Feb 2025,883974,Raast IBFT to OMAR ZAMAN,22916.39,9308.39,398741.53
07 Jan 2025,07 Jan 2025,625533,INET Inter Bank Fund Transfer Charges,22737.42,10784.8,37566.61
25 Dec 2024,25 Dec 2024,533784,Mobile App MARYAM BEGUM,2227.81,9525.47,298567.13
08 Nov 2024,08 Nov 2024,,Mobile App MARYAM BEGUM,14181.02,16978.5,280487.0
28 Nov 2024,28 Nov 2024,,INET Inter Bank Fund Transfer Charges,3698.61,12511.47,439686.13
04 Jan 2025,04 Jan 2025,390451,Raast IBFT to IQRA PARVEEN,22929.5,6738.68,242597.61
10 Jan 2025,10 Jan 2025,638170,INET Inter Bank Fund Transfer Charges,15409.8,6297.31,228263.97
