Date,Value Date,Instrument No.,Particulars,Debit,Credit,Balance
23 Nov 2024,23 Nov 2024,273494,Raast IBFT to OMAR ZAMAN,3924.28,11928.61,421517.66
05 Feb 2025,05 Feb 2025,,Mobile App MARYAM BEGUM,13616.01,9425.12,295764.93
08 Feb 2025,08 Feb 2025,416561,Raast IBFT to IQRA PARVEEN,7049.12,12297.53,150191.57
25 Nov 2024,25 Nov 2024,903757,Raast IBFT to IQRA PARVEEN,2361.78,459.8,119522.34
30 Jan 2025,30 Jan 2025,,Mobile App MARYAM BEGUM,16926.26,12154.58,394275.73
01 Dec 2024,01 Dec 2024,411330,Raast IBFT to OMAR ZAMAN,21274.81,24409.6,87210.65
01 Feb 2025,01 Feb 2025,866144,Raast IBFT to IQRA PARVEEN,5112.98,6077.56,270801.81
10 Nov 2024,10 Nov 2024,459661,Raast IBFT to IQRA PARVEEN,16972.91,7167.17,351399.07
16 Jan 2025,16 Jan 2025,378545,Mobile App MARYAM BEGUM,1855.77,13884.92,239724.69
07 Jan 2025,07 Jan 2025,,Raast IBFT to OMAR ZAMAN,2956.93,5330.67,425979.12
26 Jan 2025,26 Jan 2025,,Raast IBFT to OMAR ZAMAN,8255.48,14750.57,159928.93
03 Jan 2025,03 Jan 2025,,Raast IBFT to IQRA PARVEEN,14054.84,22262.45,374491.12
04 Jan 2025,04 Jan 2025,,Raast IBFT to OMAR ZAMAN,14181.3,3324.23,36693.99
07 Feb 2025,07 Feb 2025,,INET Inter Bank Fund Transfer Charges,20933.27,974.26,59849.85
01 Dec 2024,01 Dec 2024,150544,INET Inter Bank Fund Transfer Charges,12182.79,10764.81,152257.2
15 Dec 2024,15 Dec 2024,,Raast IBFT to IQRA PARVEEN,23551.67,23330.08,428862.25
28 Dec 2024,28 Dec 2024,975512,Raast IBFT to IQRA PARVEEN,15193.96,21996.25,385134.38
29 Dec 2024,29 Dec 2024,026204,INET Inter Bank Fund Transfer Charges,4391.48,8320.77,146758.85
09 Jan 2025,09 Jan 2025,202576,Raast IBFT to IQRA PARVEEN,14932.5,18710.05,287627.08
10 Jan 2025,10 Jan 2025,094348,Mobile App MARYAM BEGUM,9495.93,15664.26,285734.75
03 Dec 2024,03 Dec 2024,,Mobile App MARYAM BEGUM,2083.18,6938.81,163019.92
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,16241.46,21284.59,391679.8
08 Dec 2024,08 Dec 2024,,Raast IBFT to IQRA PARVEEN,2940.8,20675.55,18691.93
24 Dec 2024,24 Dec 2024,,INET Inter Bank Fund Transfer Charges,16737.65,16849.44,162363.92
09 Feb 2025,09 Feb 2025,,Raast IBFT to IQRA PARVEEN,8945.32,24806.25,441233.68
06 Nov 2024,06 Nov 2024,,INET Inter Bank Fund Transfer Charges,4677.45,15936.59,333487.42
28 Dec 2024,28 Dec 2024,624140,Mobile App MARYAM BEGUM,17091.47,11427.39,257295.79
14 Dec 2024,14 Dec 2024,444200,Raast IBFT to IQRA PARVEEN,22472.54,14676.2,27832.97
24 Dec 2024,24 Dec 2024,649258,Mobile App MARYAM BEGUM,21676.76,21536.62,208395.43
11 Nov 2024,11 Nov 2024,,Raast IBFT to OMAR ZAMAN,18555.53,5540.79,46044.52
19 Dec 2024,19 Dec 2024,,INET Inter Bank Fund Transfer Charges,15684.34,10057.48,259409.66
03 Dec 2024,03 Dec 2024,,Mobile App MARYAM BEGUM,23351.5,13555.04,236529.44
26 Jan 2025,26 Jan 2025,206434,Raast IBFT to OMAR ZAMAN,14770.13,2466.14,188281.54
25 Dec 2024,25 Dec 2024,,Raast IBFT to OMAR ZAMAN,19103.28,4529.01,167594.33
07 Feb 2025,07 Feb 2025,,INET Inter Bank Fund Transfer Charges,4796.51,10050.4,160938.16
22 Jan 2025,22 Jan 2025,,Raast IBFT to OMAR ZAMAN,11789.87,15983.62,170858.45
13 Jan 2025,13 Jan 2025,,Raast IBFT to IQRA PARVEEN,11917.61,13674.85,160738.66
03 Dec 2024,03 Dec 2024,,Raast IBFT to IQRA PARVEEN,20062.66,12091.35,200651.62
02 Dec 2024,02 Dec 2024,201249,Raast IBFT to IQRA PARVEEN,11071.46,7122.35,239878.01
20 Dec 2024,20 Dec 2024,530608,Raast IBFT to IQRA PARVEEN,17315.48,9769.5,442028.75
04 Nov 2024,04 Nov 2024,,INET Inter Bank Fund Transfer Charges,20561.59,22279.25,21003.31
23 Nov 2024,23 Nov 2024,,Mobile App MARYAM BEGUM,19862.57,4178.8,97686.36
15 Jan 2025,15 Jan 2025,,INET Inter Bank Fund Transfer Charges,10094.05,703.58,483360.02
15 Jan 2025,15 Jan 2025,,Raast IBFT to IQRA PARVEEN,4915.85,10193.14,432920.33
31 Dec 2024,31 Dec 2024,,Raast IBFT to OMAR ZAMAN,11706.85,14352.28,154664.44
09 Jan 2025,09 Jan 2025,973927,Raast IBFT to IQRA PARVEEN,12650.31,6276.32,102505.75
21 Nov 2024,21 Nov 2024,307263,Raast IBFT to IQRA PARVEEN,17961.83,6040.09,112490.84
21 Jan 2025,21 Jan 2025,393807,Raast IBFT to IQRA PARVEEN,18512.57,10648.5,205759.56
07 Jan 2025,07 Jan 2025,937084,Mobile App MARYAM BEGUM,11826.45,8751.26,85128.04
16 Nov 2024,16 Nov 2024,458634,Raast IBFT to IQRA PARVEEN,3492.72,15641.66,485433.82
29 Dec 2024,29 Dec 2024,,INET Inter Bank Fund Transfer Charges,3096.48,21091.36,209258.0
03 Feb 2025,03 Feb 2025,850005,Raast IBFT to IQRA PARVEEN,6207.87,13728.75,242816.7
14 Jan 2025,14 Jan 2025,,Raast IBFT to OMAR ZAMAN,3803.88,1817.43,109410.81
29 Nov 2024,29 Nov 2024,,Raast IBFT to IQRA PARVEEN,16646.38,7030.81,473951.19
30 Jan 2025,30 Jan 2025,,INET Inter Bank Fund Transfer Charges,23544.77,20192.5,162628.8
04 Jan 2025,04 Jan 2025,,Raast IBFT to OMAR ZAMAN,16796.17,1440.91,287388.04
14 Nov 2024,14 Nov 2024,,INET Inter Bank Fund Transfer Charges,10674.07,10308.05,37404.79
08 Dec 2024,08 Dec 2024,,Raast IBFT to OMAR ZAMAN,13047.76,16896.52,352396.9
27 Dec 2024,27 Dec 2024,081482,Mobile App MARYAM BEGUM,3054.09,3369.54,114161.93
19 Jan 2025,19 Jan 2025,,INET Inter Bank Fund Transfer Charges,7795.75,19225.07,311270.88
23 Dec 2024,23 Dec 2024,,Mobile App MARYAM BEGUM,23992.6,22464.28,100573.56
27 Dec 2024,27 Dec 2024,,INET Inter Bank Fund Transfer Charges,12052.64,11531.97,212591.73
07 Nov 2024,07 Nov 2024,,INET Inter Bank Fund Transfer Charges,11446.64,13402.72,359629.63
05 Dec 2024,05 Dec 2024,456254,Raast IBFT to IQRA PARVEEN,24292.31,6314.82,82712.24
24 Nov 2024,24 Nov 2024,952718,Raast IBFT to OMAR ZAMAN,1647.29,3935.6,426965.75
18 Jan 2025,18 Jan 2025,,Raast IBFT to IQRA PARVEEN,1187.71,13842.11,257308.3
01 Dec 2024,01 Dec 2024,,INET Inter Bank Fund Transfer Charges,7602.09,17505.44,372638.51
29 Jan 2025,29 Jan 2025,,INET Inter Bank Fund Transfer Charges,6571.01,7008.37,396252.01
08 Dec 2024,08 Dec 2024,739440,Raast IBFT to IQRA PARVEEN,18724.25,1932.15,183193.05
21 Nov 2024,21 Nov 2024,,INET Inter Bank Fund Transfer Charges,17732.65,1303.67,241319.48
17 Dec 2024,17 Dec 2024,873115,INET Inter Bank Fund Transfer Charges,17324.47,2625.82,335845.01
17 Jan 2025,17 Jan 2025,,Mobile App MARYAM BEGUM,13547.98,3156.91,354413.89
16 Jan 2025,16 Jan 2025,460229,Raast IBFT to IQRA PARVEEN,24819.1,16807.43,359227.11
09 Dec 2024,09 Dec 2024,,INET Inter Bank Fund Transfer Charges,9307.67,21999.57,430069.06
27 Dec 2024,27 Dec 2024,402459,Raast IBFT to IQRA PARVEEN,14203.11,632.17,390919.26
25 Nov 2024,25 Nov 2024,,Raast IBFT to OMAR ZAMAN,23272.04,8948.71,29478.2
27 Nov 2024,27 Nov 2024,,Raast IBFT to OMAR ZAMAN,2878.46,10532.51,462249.42
01 Dec 2024,01 Dec 2024,,Raast IBFT to OMAR ZAMAN,4331.31,3429.89,151258.7
10 Jan 2025,10 Jan 2025,278553,Raast IBFT to IQRA PARVEEN,10042.71,6592.36,205781.91
19 Jan 2025,19 Jan 2025,,Mobile App MARYAM BEGUM,20132.8,13002.19,403519.23
21 Dec 2024,21 Dec 2024,,INET Inter Bank Fund Transfer Charges,14113.77,5860.06,90217.07
05 Feb 2025,05 Feb 2025,,INET Inter Bank Fund Transfer Charges,22386.42,6589.77,171079.61
09 Feb 2025,09 Feb 2025,,Raast IBFT to OMAR ZAMAN,24820.57,8695.49,453813.11
22 Dec 2024,22 Dec 2024,826644,INET Inter Bank Fund Transfer Charges,18987.05,23481.34,347635.21
18 Nov 2024,18 Nov 2024,,Raast IBFT to OMAR ZAMAN,19516.43,7860.03,150848.4
18 Nov 2024,18 Nov 2024,,Raast IBFT to OMAR ZAMAN,20402.57,6738.89,134804.22
10 Nov 2024,10 Nov 2024,,INET Inter Bank Fund Transfer Charges,8196.26,2937.7,241423.9
01 Jan 2025,01 Jan 2025,,INET Inter Bank Fund Transfer Charges,5050.96,22237.25,431236.42
28 Jan 2025,28 Jan 2025,,Mobile App MARYAM BEGUM,19047.15,8686.97,489094.76
27 Jan 2025,27 Jan 2025,,Raast IBFT to IQRA PARVEEN,1806.1,16121.84,481954.6
03 Jan 2025,03 Jan 2025,,INET Inter Bank Fund Transfer Charges,5173.26,24242.15,80818.06
23 Nov 2024,23 Nov 2024,,INET Inter Bank Fund Transfer Charges,24988.39,22799.92,219315.03
05 Nov 2024,05 Nov 2024,,Mobile App MARYAM BEGUM,12586.65,5342.63,253844.04
12 Nov 2024,12 Nov 2024,,Raast IBFT to OMAR ZAMAN,19664.29,5947.85,369500.02
29 Jan 2025,29 Jan 2025,594958,Raast IBFT to IQRA PARVEEN,15133.9,2318.55,372349.24
30 Dec 2024,30 Dec 2024,,Raast IBFT to IQRA PARVEEN,6849.5,17701.56,339095.43
16 Jan 2025,16 Jan 2025,803969,INET Inter Bank Fund Transfer Charges,3152.01,8467.83,189605.35
01 Feb 2025,01 Feb 2025,,Mobile App MARYAM BEGUM,12844.09,14651.99,268256.71
02 Feb 2025,02 Feb 2025,,Raast IBFT to IQRA PARVEEN,9392.27,11206.71,144935.23
07 Feb 2025,07 Feb 2025,145012,Raast IBFT to OMAR ZAMAN,13898.94,11294.61,392382.53
26 Nov 2024,26 Nov 2024,,Mobile App MARYAM BEGUM,11224.82,18288.61,102279.83
13 Nov 2024,13 Nov 2024,726851,Raast IBFT to OMAR ZAMAN,9481.38,10065.62,341618.39
07 Dec 2024,07 Dec 2024,,Raast IBFT to OMAR ZAMAN,22824.1,3184.33,232755.92
25 Jan 2025,25 Jan 2025,,Mobile App MARYAM BEGUM,3680.43,11825.13,194168.93
17 Nov 2024,17 Nov 2024,228730,Raast IBFT to IQRA PARVEEN,15138.27,4843.53,385786.3
26 Dec 2024,26 Dec 2024,416583,Mobile App MARYAM BEGUM,16004.81,19027.13,327868.97
16 Dec 2024,16 Dec 2024,858983,Raast IBFT to OMAR ZAMAN,5882.98,2946.16,201550.53
01 Feb 2025,01 Feb 2025,,INET Inter Bank Fund Transfer Charges,15118.83,31.88,396217.4
01 Dec 2024,01 Dec 2024,,Raast IBFT to OMAR ZAMAN,22326.28,19134.45,89526.19
08 Dec 2024,08 Dec 2024,294137,Mobile App MARYAM BEGUM,17125.35,13777.15,144726.47
10 Dec 2024,10 Dec 2024,763086,Raast IBFT to IQRA PARVEEN,19653.16,21003.75,393931.46
12 Dec 2024,12 Dec 2024,603784,Raast IBFT to IQRA PARVEEN,20506.9,2910.33,404149.44
27 Nov 2024,27 Nov 2024,,Raast IBFT to OMAR ZAMAN,14398.61,2936.52,175408.3
15 Jan 2025,15 Jan 2025,583861,Mobile App MARYAM BEGUM,19280.88,23034.77,182350.67
03 Dec 2024,03 Dec 2024,,Raast IBFT to OMAR ZAMAN,22080.01,22839.44,187362.17
15 Nov 2024,15 Nov 2024,104409,INET Inter Bank Fund Transfer Charges,10602.73,3361.94,270006.91
03 Nov 2024,03 Nov 2024,852583,INET Inter Bank Fund Transfer Charges,17293.27,19441.92,411486.8
26 Dec 2024,26 Dec 2024,,Raast IBFT to IQRA PARVEEN,19384.39,6015.15,473201.26
22 Jan 2025,22 Jan 2025,,Raast IBFT to OMAR ZAMAN,3373.46,1724.89,373326.45
03 Feb 2025,03 Feb 2025,,Mobile App MARYAM BEGUM,23982.68,799.07,32814.63
07 Feb 2025,07 Feb 2025,581435,Raast IBFT to IQRA PARVEEN,16938.44,1781.43,494254.62
06 Dec 2024,06 Dec 2024,887567,INET Inter Bank Fund Transfer Charges,1951.64,16169.09,428669.44
11 Jan 2025,11 Jan 2025,647878,INET Inter Bank Fund Transfer Charges,6747.99,6901.31,393570.07
30 Nov 2024,30 Nov 2024,,Mobile App MARYAM BEGUM,2692.47,20414.05,455827.63
21 Jan 2025,21 Jan 2025,641882,Mobile App MARYAM BEGUM,14909.88,12482.94,493060.85
23 Nov 2024,23 Nov 2024,,INET Inter Bank Fund Transfer Charges,16445.22,13782.9,17216.61
10 Nov 2024,10 Nov 2024,584671,Raast IBFT to IQRA PARVEEN,11386.48,12841.19,323648.37
07 Jan 2025,07 Jan 2025,923911,INET Inter Bank Fund Transfer Charges,23461.88,21175.87,158628.97
15 Jan 2025,15 Jan 2025,,Raast IBFT to OMAR ZAMAN,8937.28,16390.17,231299.96
25 Jan 2025,25 Jan 2025,,INET Inter Bank Fund Transfer Charges,11042.1,17158.49,499827.27
03 Nov 2024,03 Nov 2024,,Raast IBFT to OMAR ZAMAN,9863.99,14557.96,249925.93
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,16281.78,1506.31,286813.07
07 Feb 2025,07 Feb 2025,656403,Raast IBFT to IQRA PARVEEN,1475.24,10700.41,454134.66
27 Nov 2024,27 Nov 2024,242488,INET Inter Bank Fund Transfer Charges,18686.85,10717.7,201500.73
08 Dec 2024,08 Dec 2024,832373,Mobile App MARYAM BEGUM,10246.7,2739.58,336747.13
01 Nov 2024,01 Nov 2024,143673,Mobile App MARYAM BEGUM,21805.54,11630.2,432173.3
01 Jan 2025,01 Jan 2025,117759,Mobile App MARYAM BEGUM,2633.45,2995.76,94619.91
16 Dec 2024,16 Dec 2024,695113,Raast IBFT to IQRA PARVEEN,17810.59,2010.16,19088.41
12 Nov 2024,12 Nov 2024,,Raast IBFT to OMAR ZAMAN,8049.46,23412.86,377144.86
28 Dec 2024,28 Dec 2024,,Raast IBFT to OMAR ZAMAN,20827.94,9255.76,486904.34
10 Jan 2025,10 Jan 2025,,INET Inter Bank Fund Transfer Charges,17574.67,6772.3,445930.23
03 Nov 2024,03 Nov 2024,108747,INET Inter Bank Fund Transfer Charges,2925.63,6102.62,162269.16
25 Dec 2024,25 Dec 2024,316285,Raast IBFT to OMAR ZAMAN,24543.44,3086.26,132224.4
12 Jan 2025,12 Jan 2025,,Raast IBFT to OMAR ZAMAN,13643.72,10028.83,323653.35
09 Feb 2025,09 Feb 2025,785894,Mobile App MARYAM BEGUM,1331.58,5701.02,179657.08
21 Nov 2024,21 Nov 2024,,Mobile App MARYAM BEGUM,9716.09,15124.31,216061.06
31 Jan 2025,31 Jan 2025,841689,Mobile App MARYAM BEGUM,15160.8,20236.05,354537.69
30 Jan 2025,30 Jan 2025,,Raast IBFT to IQRA PARVEEN,7380.34,7229.93,466504.72
26 Dec 2024,26 Dec 2024,110588,Mobile App MARYAM BEGUM,9796.36,9339.83,88858.51
15 Nov 2024,15 Nov 2024,822906,Mobile App MARYAM BEGUM,10466.48,13661.1,190674.61
20 Jan 2025,20 Jan 2025,173232,INET Inter Bank Fund Transfer Charges,21308.8,15241.81,59157.6
01 Feb 2025,01 Feb 2025,,INET Inter Bank Fund Transfer Charges,16501.9,8811.88,403621.0
02 Feb 2025,02 Feb 2025,,Mobile App MARYAM BEGUM,24629.5,18452.26,462138.72
28 Nov 2024,28 Nov 2024,273995,Mobile App MARYAM BEGUM,10998.28,24281.49,479138.72
13 Dec 2024,13 Dec 2024,,Mobile App MARYAM BEGUM,7385.38,19608.04,224947.04
18 Jan 2025,18 Jan 2025,,Mobile App MARYAM BEGUM,13368.25,6562.08,238821.64
15 Jan 2025,15 Jan 2025,,Raast IBFT to IQRA PARVEEN,23463.23,13244.96,346565.29
26 Jan 2025,26 Jan 2025,788447,Mobile App MARYAM BEGUM,4320.26,3331.02,444409.41
24 Jan 2025,24 Jan 2025,226087,Mobile App MARYAM BEGUM,8158.61,3681.19,51529.36
17 Jan 2025,17 Jan 2025,,INET Inter Bank Fund Transfer Charges,17698.97,6157.62,250980.88
30 Jan 2025,30 Jan 2025,281832,Raast IBFT to IQRA PARVEEN,3896.76,15248.55,327883.76
20 Nov 2024,20 Nov 2024,794252,Raast IBFT to IQRA PARVEEN,1105.7,22256.96,297819.53
10 Jan 2025,10 Jan 2025,,INET Inter Bank Fund Transfer Charges,18754.26,17833.51,175724.69
21 Dec 2024,21 Dec 2024,,Mobile App MARYAM BEGUM,17574.31,7990.19,76381.9
03 Jan 2025,03 Jan 2025,318334,Mobile App MARYAM BEGUM,21029.66,1112.32,490194.0
14 Jan 2025,14 Jan 2025,,INET Inter Bank Fund Transfer Charges,6497.62,11522.44,52688.86
10 Jan 2025,10 Jan 2025,,Raast IBFT to OMAR ZAMAN,1258.81,12794.15,246289.21
31 Dec 2024,31 Dec 2024,,Raast IBFT to IQRA PARVEEN,14347.56,13435.02,453185.22
13 Nov 2024,13 Nov 2024,296395,Mobile App MARYAM BEGUM,8485.46,464.88,372592.08
13 Nov 2024,13 Nov 2024,,Raast IBFT to OMAR ZAMAN,11113.36,9567.31,300642.82
04 Jan 2025,04 Jan 2025,283873,Raast IBFT to OMAR ZAMAN,3057.17,16797.39,382355.15
05 Dec 2024,05 Dec 2024,,Mobile App MARYAM BEGUM,6567.27,13012.13,268403.92
14 Nov 2024,14 Nov 2024,360478,Raast IBFT to OMAR ZAMAN,1773.58,9734.65,175019.71
29 Jan 2025,29 Jan 2025,981550,Mobile App MARYAM BEGUM,15129.9,21225.71,480309.56
16 Jan 2025,16 Jan 2025,271436,Raast IBFT to IQRA PARVEEN,10727.47,12486.63,446745.35
22 Nov 2024,22 Nov 2024,,Raast IBFT to IQRA PARVEEN,14205.35,17935.83,340908.96
30 Dec 2024,30 Dec 2024,986394,INET Inter Bank Fund Transfer Charges,16701.45,10839.64,96477.31
27 Jan 2025,27 Jan 2025,734432,Mobile App MARYAM BEGUM,5096.42,16831.62,265181.34
06 Nov 2024,06 Nov 2024,175772,Mobile App MARYAM BEGUM,11322.38,14181.92,91376.4
11 Jan 2025,11 Jan 2025,,INET Inter Bank Fund Transfer Charges,20194.6,16952.25,147316.56
30 Jan 2025,30 Jan 2025,,Mobile App MARYAM BEGUM,10746.13,14101.61,319841.47
23 Dec 2024,23 Dec 2024,,Mobile App MARYAM BEGUM,21739.69,11260.65,107690.29
20 Nov 2024,20 Nov 2024,,Raast IBFT to OMAR ZAMAN,19925.66,9280.73,292769.85
23 Dec 2024,23 Dec 2024,,Mobile App MARYAM BEGUM,17883.81,22947.02,432431.41
22 Jan 2025,22 Jan 2025,649097,INET Inter Bank Fund Transfer Charges,15832.97,6794.88,430050.39
17 Jan 2025,17 Jan 2025,,Raast IBFT to IQRA PARVEEN,14518.83,5305.51,77706.16
02 Feb 2025,02 Feb 2025,,Mobile App MARYAM BEGUM,6324.21,2617.42,356536.89
09 Feb 2025,09 Feb 2025,304714,INET Inter Bank Fund Transfer Charges,18572.3,15125.42,169369.71
13 Nov 2024,13 Nov 2024,568029,INET Inter Bank Fund Transfer Charges,24163.95,3194.24,130867.93
13 Dec 2024,13 Dec 2024,,Raast IBFT to OMAR ZAMAN,11325.74,10161.52,229616.19
02 Nov 2024,02 Nov 2024,,INET Inter Bank Fund Transfer Charges,8425.44,11931.84,170039.96
21 Jan 2025,21 Jan 2025,515754,Mobile App MARYAM BEGUM,4230.45,14906.44,482313.67
25 Nov 2024,25 Nov 2024,015205,Mobile App MARYAM BEGUM,19750.18,4663.73,318733.29
03 Dec 2024,03 Dec 2024,858905,Raast IBFT to OMAR ZAMAN,1705.56,19973.34,143329.52
06 Feb 2025,06 Feb 2025,,Raast IBFT to OMAR ZAMAN,17865.49,21738.56,463752.6
22 Nov 2024,22 Nov 2024,489243,Raast IBFT to IQRA PARVEEN,22261.95,5063.67,180616.53
22 Nov 2024,22 Nov 2024,194536,Raast IBFT to OMAR ZAMAN,10546.65,22074.12,242030.24
09 Nov 2024,09 Nov 2024,058330,Mobile App MARYAM BEGUM,4127.58,22835.17,185762.57
05 Dec 2024,05 Dec 2024,322138,Raast IBFT to IQRA PARVEEN,4084.95,3326.95,323224.61
03 Jan 2025,03 Jan 2025,,INET Inter Bank Fund Transfer Charges,12495.32,13393.4,135905.39
14 Jan 2025,14 Jan 2025,,Mobile App MARYAM BEGUM,11193.39,23590.8,280052.89
11 Jan 2025,11 Jan 2025,,Raast IBFT to OMAR ZAMAN,20623.69,10283.95,381467.4
18 Nov 2024,18 Nov 2024,,Mobile App MARYAM BEGUM,5867.27,24813.44,186583.91
20 Dec 2024,20 Dec 2024,,INET Inter Bank Fund Transfer Charges,17717.93,263.17,411729.25
17 Dec 2024,17 Dec 2024,818939,INET Inter Bank Fund Transfer Charges,4133.25,10092.94,445803.31
09 Dec 2024,09 Dec 2024,,Raast IBFT to IQRA PARVEEN,9790.96,15186.66,491519.45
27 Jan 2025,27 Jan 2025,485040,INET Inter Bank Fund Transfer Charges,9689.86,5760.64,469932.06
26 Nov 2024,26 Nov 2024,076304,Mobile App MARYAM BEGUM,23570.09,23385.5,210148.44
12 Jan 2025,12 Jan 2025,,Mobile App MARYAM BEGUM,20083.82,8734.4,171136.81
10 Dec 2024,10 Dec 2024,548752,Raast IBFT to IQRA PARVEEN,13201.44,20489.67,479831.45
18 Jan 2025,18 Jan 2025,,Raast IBFT to IQRA PARVEEN,13050.13,2040.24,135324.58
02 Nov 2024,02 Nov 2024,345176,INET Inter Bank Fund Transfer Charges,2268.82,14728.22,158506.88
14 Dec 2024,14 Dec 2024,,INET Inter Bank Fund Transfer Charges,24826.38,10611.1,205014.72
21 Nov 2024,21 Nov 2024,,Raast IBFT to IQRA PARVEEN,11911.07,11184.16,290949.76
15 Dec 2024,15 Dec 2024,055696,Raast IBFT to OMAR ZAMAN,1069.36,7590.17,121629.91
10 Jan 2025,10 Jan 2025,,INET Inter Bank Fund Transfer Charges,13168.62,3609.34,435344.17
14 Jan 2025,14 Jan 2025,,Raast IBFT to OMAR ZAMAN,11256.33,8726.74,220915.48
23 Dec 2024,23 Dec 2024,529074,Raast IBFT to OMAR ZAMAN,9735.33,5659.74,403859.87
12 Nov 2024,12 Nov 2024,311517,Raast IBFT to OMAR ZAMAN,17080.6,2988.31,425716.86
07 Jan 2025,07 Jan 2025,796301,INET Inter Bank Fund Transfer Charges,6916.26,3060.27,146672.18
21 Nov 2024,21 Nov 2024,,Raast IBFT to IQRA PARVEEN,18453.98,7932.79,362350.23
22 Dec 2024,22 Dec 2024,,Mobile App MARYAM BEGUM,12361.32,9255.94,330101.41
31 Jan 2025,31 Jan 2025,813723,Mobile App MARYAM BEGUM,18962.55,12117.5,124326.45
09 Jan 2025,09 Jan 2025,,Raast IBFT to OMAR ZAMAN,9084.74,16212.94,140777.85
05 Feb 2025,05 Feb 2025,562228,Raast IBFT to OMAR ZAMAN,10382.54,3075.17,306140.12
10 Nov 2024,10 Nov 2024,191288,INET Inter Bank Fund Transfer Charges,20621.99,4980.38,111428.56
20 Nov 2024,20 Nov 2024,,INET Inter Bank Fund Transfer Charges,7311.05,12255.73,193602.97
05 Jan 2025,05 Jan 2025,533805,INET Inter Bank Fund Transfer Charges,20583.3,17217.16,119538.5
16 Dec 2024,16 Dec 2024,,Raast IBFT to OMAR ZAMAN,9014.33,593.88,345620.22
28 Jan 2025,28 Jan 2025,628431,INET Inter Bank Fund Transfer Charges,13275.72,15400.94,187742.15
05 Nov 2024,05 Nov 2024,082408,Mobile App MARYAM BEGUM,12813.93,10563.88,474737.23
13 Dec 2024,13 Dec 2024,854837,Raast IBFT to IQRA PARVEEN,4677.17,24719.0,343049.98
20 Jan 2025,20 Jan 2025,878742,INET Inter Bank Fund Transfer Charges,16032.55,12123.03,74790.43
15 Nov 2024,15 Nov 2024,,Mobile App MARYAM BEGUM,4949.27,9829.06,377301.4
13 Jan 2025,13 Jan 2025,946660,Raast IBFT to OMAR ZAMAN,20098.7,14284.15,26811.17
12 Dec 2024,12 Dec 2024,260866,INET Inter Bank Fund Transfer Charges,21545.02,2755.57,272342.63
31 Jan 2025,31 Jan 2025,,Raast IBFT to OMAR ZAMAN,3157.9,22930.96,313592.85
17 Dec 2024,17 Dec 2024,,Raast IBFT to IQRA PARVEEN,5786.66,17996.75,426524.15
17 Jan 2025,17 Jan 2025,508474,INET Inter Bank Fund Transfer Charges,6874.66,969.05,85301.23
21 Nov 2024,21 Nov 2024,,INET Inter Bank Fund Transfer Charges,4583.94,4207.45,174675.07
05 Dec 2024,05 Dec 2024,847177,Raast IBFT to OMAR ZAMAN,16919.69,989.76,408114.83
25 Dec 2024,25 Dec 2024,540442,INET Inter Bank Fund Transfer Charges,6970.57,22193.96,421698.84
07 Feb 2025,07 Feb 2025,,Mobile App MARYAM BEGUM,24502.4,10481.48,269412.75
17 Nov 2024,17 Nov 2024,,Raast IBFT to OMAR ZAMAN,18910.63,17047.38,471438.84
19 Dec 2024,19 Dec 2024,,Raast IBFT to IQRA PARVEEN,6034.34,23126.61,356511.34
06 Nov 2024,06 Nov 2024,,INET Inter Bank Fund Transfer Charges,23135.79,5328.52,454072.05
30 Nov 2024,30 Nov 2024,224567,Raast IBFT to OMAR ZAMAN,20945.1,24460.38,54148.08
10 Nov 2024,10 Nov 2024,,Raast IBFT to OMAR ZAMAN,8354.68,17488.4,165642.21
12 Jan 2025,12 Jan 2025,,Mobile App MARYAM BEGUM,9346.9,10995.82,112774.89
01 Dec 2024,01 Dec 2024,809790,INET Inter Bank Fund Transfer Charges,12226.69,16790.91,97910.87
21 Jan 2025,21 Jan 2025,165592,Mobile App MARYAM BEGUM,15600.14,12575.38,396370.22
04 Dec 2024,04 Dec 2024,,Mobile App MARYAM BEGUM,18540.66,10094.6,498965.23
27 Jan 2025,27 Jan 2025,240876,Mobile App MARYAM BEGUM,9974.6,905.52,415947.62
07 Feb 2025,07 Feb 2025,691657,Raast IBFT to IQRA PARVEEN,14405.53,5921.02,464085.83
09 Jan 2025,09 Jan 2025,736954,Raast IBFT to OMAR ZAMAN,18289.93,2391.88,20902.43
04 Dec 2024,04 Dec 2024,169039,Raast IBFT to IQRA PARVEEN,12267.83,13563.03,375968.8
11 Dec 2024,11 Dec 2024,479013,INET Inter Bank Fund Transfer Charges,24328.65,11819.37,167579.64
05 Jan 2025,05 Jan 2025,,Raast IBFT to OMAR ZAMAN,21333.34,2864.14,122252.94
17 Dec 2024,17 Dec 2024,,INET Inter Bank Fund Transfer Charges,4112.95,10568.86,165713.99
10 Dec 2024,10 Dec 2024,,INET Inter Bank Fund Transfer Charges,20365.5,20344.14,170746.82
22 Jan 2025,22 Jan 2025,523532,Raast IBFT to IQRA PARVEEN,18122.41,19654.78,371872.14
06 Dec 2024,06 Dec 2024,022700,Raast IBFT to OMAR ZAMAN,11406.89,3879.89,127834.68
24 Jan 2025,24 Jan 2025,,Mobile App MARYAM BEGUM,2192.17,13216.91,449079.41
